Date,Open,High,Low,Close,Adj Close,Volume
2019-12-26,13070.000000,13210.000000,12950.000000,13080.049805,12430.805664,4104
2019-12-27,13080.000000,13200.150391,13052.549805,13194.250000,12539.337891,5626
2019-12-30,13250.099609,13250.099609,13150.000000,13196.750000,12541.713867,3410
2019-12-31,13199.000000,13202.000000,13049.200195,13075.500000,12426.483398,3735
2020-01-01,13170.599609,13452.150391,13080.000000,13140.000000,12487.780273,4037
2020-01-02,13119.950195,13314.900391,13119.950195,13139.900391,12487.684570,3435
2020-01-03,13170.000000,13274.200195,13150.000000,13248.250000,12590.657227,6850
2020-01-06,13230.400391,13230.400391,12720.000000,12780.299805,12145.933594,9715
2020-01-07,12881.099609,13074.950195,12657.000000,12742.900391,12110.391602,17812
2020-01-08,12700.000000,12850.049805,12575.000000,12727.250000,12095.517578,9286
2020-01-09,12800.000000,12847.950195,12650.000000,12712.049805,12081.072266,5614
2020-01-10,12723.250000,12789.000000,12501.000000,12534.700195,11912.525391,14224
2020-01-13,12632.450195,12632.450195,12509.950195,12586.650391,11961.896484,4133
2020-01-14,12599.000000,12749.000000,12512.599609,12635.599609,12008.415039,6074
2020-01-15,12635.000000,12850.000000,12500.000000,12772.049805,12138.093750,4661
2020-01-16,12872.000000,12919.000000,12563.000000,12614.099609,11987.984375,9186
2020-01-17,12610.099609,12798.900391,12525.000000,12561.450195,11937.947266,5254
2020-01-20,12610.599609,12684.000000,12501.000000,12643.400391,12015.830078,7650
2020-01-21,12660.599609,12750.000000,12580.000000,12713.150391,12082.119141,6644
2020-01-22,12715.250000,12798.549805,12595.000000,12702.200195,12071.710938,3491
2020-01-23,12680.000000,12750.000000,12652.049805,12707.900391,12077.129883,10901
2020-01-24,12640.000000,12747.950195,12550.000000,12597.250000,11971.970703,6744
2020-01-27,12560.000000,12734.299805,12560.000000,12666.299805,12037.592773,8959
2020-01-28,12669.000000,12770.000000,12620.000000,12653.549805,12025.476563,6664
2020-01-29,12698.599609,12729.000000,12620.150391,12655.400391,12027.233398,7315
2020-01-30,12640.200195,12640.200195,12450.000000,12516.549805,11895.274414,6268
2020-01-31,12521.000000,12600.000000,12440.099609,12498.799805,11878.407227,6144
2020-02-03,12320.000000,12851.750000,12186.549805,12746.250000,12113.574219,8753
2020-02-04,12839.000000,13280.000000,12796.250000,13134.349609,12482.411133,13188
2020-02-05,13140.000000,13225.500000,12986.650391,13076.799805,12427.716797,13338
2020-02-06,13100.000000,13199.000000,13001.200195,13103.400391,12452.997070,5686
2020-02-07,13171.000000,14444.000000,13130.599609,14103.150391,13403.123047,106911
2020-02-10,14398.000000,15394.000000,14320.000000,14774.150391,14040.817383,66287
2020-02-11,14890.599609,15144.000000,14200.000000,14460.849609,13743.069336,24841
